Application_ID,Applicant_Age,Business_Type,Business_Age,Monthly_Business_Revenue,Monthly_Business_Expenses,Monthly_Business_Profit,Existing_Business_EMI,Loan_Amount,Loan_Tenure,Number_of_Employees,Business_Registration,GST_Registration,Annual_Turnover,Business_Location_Type,Loan_Purpose,Collateral_Available,Loan_Approval
BL101708,27,Construction,0.3,196800,129100,63600,9400,1140000,3,1,Unregistered,No,2507000,Semi Urban,New Branch,Yes,Rejected
BL101709,51,Wholesale,18.6,158500,87300,72300,1300,833000,2,2,Registered,Yes,1967000,Urban,Inventory,Yes,Approved
BL101710,60,Transport,1.7,213500,147100,64100,30000,573000,2,1,Registered,Yes,2748000,Urban,New Branch,No,Rejected
BL101711,34,Retail,10.6,488200,376100,121200,40400,2256000,3,3,Registered,Yes,5600000,Urban,New Branch,No,Approved
BL101712,45,IT Services,10.7,141100,101700,38300,21800,646000,5,0,Registered,Yes,1780000,Urban,New Branch,Yes,Approved
BL101713,51,Construction,2.1,218900,106900,108600,23400,1836000,7,1,Registered,Yes,2394000,Urban,Equipment Purchase,No,Rejected
BL101714,30,Restaurant,4.6,125400,58100,65500,9700,990000,3,1,Registered,Yes,1576000,Urban,Business Expansion,Yes,Approved
BL101715,43,Manufacturing,6.8,44800,23000,23300,1700,314000,3,1,Registered,Yes,504000,Semi Urban,Business Expansion,Yes,Rejected
BL101716,52,Manufacturing,19.2,287100,233500,53200,14300,356000,7,1,Registered,No,3757000,Semi Urban,Business Expansion,Yes,Approved
BL101717,38,Restaurant,6.6,379700,366200,21600,2900,437000,5,4,Registered,No,4998000,Urban,Working Capital,No,Rejected
BL101718,40,Retail,7.3,258200,153000,106800,6000,2974000,2,2,Registered,Yes,3045000,Rural,Business Expansion,No,Approved
BL101719,53,Education,12.2,806800,441300,374800,149400,6664000,7,3,Registered,Yes,10503000,Semi Urban,Working Capital,Yes,Approved
BL101720,36,Manufacturing,3.4,160200,137800,21100,4300,275000,1,0,Registered,Yes,1827000,Semi Urban,Working Capital,Yes,Approved
BL101721,35,Education,3.0,116200,72700,43200,10300,579000,5,0,Registered,Yes,1427000,Semi Urban,Inventory,No,Rejected
BL101722,39,Retail,9.5,404500,270900,124800,29100,1530000,10,4,Registered,Yes,5211000,Rural,Inventory,Yes,Approved
BL101723,57,Manufacturing,7.8,419800,294300,116800,30600,1930000,1,0,Registered,Yes,5370000,Urban,New Branch,No,Approved
BL101724,48,Wholesale,4.5,384200,227100,155000,0,1130000,5,4,Registered,Yes,4475000,Rural,Business Expansion,No,Approved
BL101725,45,Retail,11.9,103900,60200,42900,1200,501000,3,1,Registered,No,1172000,Semi Urban,Inventory,No,Rejected
BL101726,45,Other Services,16.2,130700,87600,42600,20300,1220000,3,2,Registered,Yes,1504000,Urban,Business Expansion,Yes,Rejected
BL101727,30,Wholesale,10.0,74200,46500,28800,5600,487000,2,1,Registered,Yes,802000,Urban,Working Capital,No,Rejected
BL101728,45,Healthcare,4.3,649400,291300,381700,100000,2717000,7,4,Registered,Yes,7540000,Semi Urban,Business Expansion,No,Approved
BL101729,37,Manufacturing,6.2,114400,64400,47600,15200,299000,2,0,Registered,No,1434000,Urban,Inventory,Yes,Rejected
BL101730,39,Manufacturing,3.4,96400,63800,33300,4800,982000,1,1,Registered,Yes,1148000,Rural,Working Capital,No,Approved
BL101731,38,Healthcare,14.8,186700,113500,70900,2800,1754000,2,0,Registered,Yes,2079000,Semi Urban,Equipment Purchase,No,Approved
BL101732,49,Manufacturing,6.0,213300,158800,47300,0,584000,1,1,Registered,No,2475000,Semi Urban,Business Expansion,Yes,Approved
BL101733,57,IT Services,1.3,296500,171600,138700,6800,1932000,5,4,Unregistered,No,3387000,Urban,Business Expansion,No,Approved
BL101734,32,Construction,9.2,183800,168300,15100,1500,364000,2,1,Registered,Yes,2245000,Urban,Technology Upgrade,No,Rejected
BL101735,50,Manufacturing,6.3,132200,90800,40300,3500,862000,7,0,Registered,No,1453000,Rural,New Branch,Yes,Rejected
BL101736,39,Transport,5.5,156800,108100,51400,300,1122000,5,0,Registered,Yes,1969000,Urban,Working Capital,No,Approved
BL101737,48,Other Services,1.4,138400,84900,60000,20300,898000,5,0,Unregistered,No,1540000,Urban,Technology Upgrade,No,Rejected
BL101738,44,Wholesale,3.3,458700,296100,165000,69500,4307000,2,5,Registered,Yes,6022000,Urban,Business Expansion,Yes,Approved
BL101739,35,Manufacturing,6.7,198000,86000,118800,7100,2732000,10,0,Registered,Yes,2507000,Urban,Business Expansion,No,Approved
BL101740,35,Other Services,10.5,290900,197800,92800,0,2176000,2,3,Registered,Yes,3391000,Rural,Working Capital,Yes,Rejected
BL101741,39,Education,8.2,175300,164100,14600,3100,157000,10,2,Registered,Yes,1974000,Urban,Equipment Purchase,No,Rejected
BL101742,44,Transport,2.9,66400,52900,12400,5300,165000,3,0,Registered,Yes,819000,Rural,Working Capital,Yes,Rejected
BL101743,45,Construction,3.9,532700,249300,274500,100,4033000,5,6,Registered,Yes,6984000,Urban,Working Capital,No,Approved
BL101744,65,Construction,2.6,281600,202100,81100,400,1080000,5,3,Registered,Yes,3379000,Urban,Business Expansion,No,Approved
BL101745,46,IT Services,4.9,250900,185200,72200,0,782000,3,2,Registered,Yes,3014000,Rural,Technology Upgrade,Yes,Approved
BL101746,29,Manufacturing,9.0,55700,48900,6200,1500,137000,3,1,Registered,Yes,649000,Semi Urban,Business Expansion,No,Rejected
BL101747,52,Retail,4.0,182900,105600,80600,4000,1741000,2,2,Registered,Yes,2238000,Rural,Business Expansion,Yes,Rejected
BL101748,46,Retail,4.7,501500,486500,18600,6200,357000,3,4,Registered,Yes,6588000,Semi Urban,Business Expansion,No,Approved
BL101749,40,Retail,5.7,432500,300400,129600,40000,2684000,7,5,Registered,Yes,5139000,Semi Urban,Business Expansion,No,Approved
BL101750,31,Manufacturing,1.7,174500,99900,77100,32700,2263000,3,1,Registered,No,1923000,Rural,Business Expansion,Yes,Rejected
BL101751,39,Retail,6.9,413200,193400,213100,77700,1629000,5,4,Registered,Yes,4966000,Urban,Working Capital,Yes,Approved
BL101752,52,Retail,6.4,510000,338900,181500,0,4025000,1,1,Registered,Yes,6436000,Urban,Business Expansion,No,Approved
BL101753,46,Wholesale,6.5,181200,128100,52200,8300,1328000,2,2,Registered,Yes,2357000,Semi Urban,Business Expansion,No,Approved
BL101754,53,Restaurant,2.6,438400,233000,211700,78500,3489000,1,3,Registered,No,5493000,Rural,Business Expansion,No,Rejected
BL101755,53,Other Services,18.2,426700,324800,103700,0,1393000,7,3,Registered,Yes,5458000,Urban,Business Expansion,Yes,Approved
BL101756,43,Transport,19.0,328800,246100,83300,11900,1596000,5,5,Registered,Yes,3916000,Semi Urban,Business Expansion,Yes,Approved
BL101757,23,Other Services,3.0,348500,237400,87500,18400,2125000,5,0,Registered,Yes,3843000,Semi Urban,Inventory,Yes,Approved
BL101758,33,Retail,0.9,117700,66900,49500,9500,1325000,5,0,Unregistered,No,1287000,Semi Urban,Inventory,Yes,Approved
BL101759,27,Manufacturing,0.3,318400,217300,94800,23200,2076000,1,3,Registered,Yes,3576000,Urban,Working Capital,Yes,Approved
BL101760,54,Healthcare,2.3,184400,169500,16900,1700,362000,3,0,Registered,Yes,2177000,Semi Urban,Inventory,No,Rejected
BL101761,46,Transport,2.5,115600,64700,50400,3000,1386000,7,0,Registered,Yes,1482000,Rural,Working Capital,Yes,Rejected
BL101762,39,Restaurant,5.0,495000,223500,254900,68200,4788000,5,4,Registered,Yes,5934000,Urban,Working Capital,No,Approved
BL101763,36,Healthcare,3.3,185200,117000,70300,12200,1031000,5,3,Registered,Yes,2156000,Urban,Inventory,No,Rejected
BL101764,51,Wholesale,4.0,228800,131500,96500,49900,1015000,5,5,Registered,Yes,2691000,Rural,New Branch,Yes,Rejected
BL101765,33,Education,11.9,216300,95000,121000,4000,1115000,2,2,Registered,Yes,2837000,Urban,Equipment Purchase,Yes,Approved
BL101766,29,Wholesale,3.7,78100,57200,21600,4100,322000,3,1,Registered,Yes,925000,Rural,Equipment Purchase,No,Rejected
BL101767,29,Wholesale,9.0,166500,84700,82600,100,551000,1,1,Registered,Yes,2072000,Urban,Working Capital,No,Approved
BL101768,42,Restaurant,5.9,316200,156500,172400,43900,3676000,5,1,Registered,Yes,4144000,Semi Urban,Working Capital,No,Approved
BL101769,34,Retail,6.2,200500,157700,46500,7900,1256000,2,0,Registered,No,2486000,Urban,Inventory,Yes,Rejected
BL101770,50,Retail,10.6,160900,138700,22400,6200,479000,3,0,Registered,Yes,1951000,Urban,Inventory,Yes,Rejected
BL101771,41,Restaurant,11.9,242800,235500,8900,800,263000,1,4,Registered,Yes,2923000,Urban,Inventory,No,Rejected
BL101772,28,Education,8.0,378700,180800,196300,0,5533000,7,1,Registered,No,4685000,Semi Urban,New Branch,Yes,Approved
BL101773,39,Restaurant,5.8,74600,54500,19400,7600,393000,2,0,Registered,Yes,906000,Semi Urban,New Branch,Yes,Rejected
BL101774,32,Healthcare,4.1,186700,92900,97100,32500,887000,3,1,Registered,Yes,2319000,Urban,New Branch,No,Approved
BL101775,40,Other Services,1.0,201100,138600,69000,23600,739000,3,1,Unregistered,No,2458000,Semi Urban,Inventory,Yes,Approved
BL101776,51,IT Services,11.1,574700,379100,193700,64600,2813000,2,4,Registered,Yes,7551000,Urban,Working Capital,Yes,Approved
BL101777,39,IT Services,9.1,410000,164600,246000,52900,2484000,7,4,Registered,No,5271000,Urban,Inventory,Yes,Rejected
BL101778,35,Education,4.0,86800,65000,20200,5900,322000,2,0,Registered,Yes,957000,Urban,New Branch,Yes,Rejected
BL101779,45,Wholesale,3.7,444100,301900,148000,9500,4421000,3,3,Registered,Yes,5678000,Semi Urban,Business Expansion,No,Approved
BL101780,37,Healthcare,12.3,181600,137800,40400,5600,1209000,7,0,Registered,No,2039000,Urban,Business Expansion,Yes,Rejected
BL101781,45,Construction,0.3,75700,39100,36900,13700,888000,3,0,Registered,Yes,867000,Urban,Equipment Purchase,Yes,Rejected
BL101782,44,Restaurant,5.9,88800,84800,4800,2400,100000,5,0,Registered,Yes,1002000,Urban,Equipment Purchase,Yes,Rejected
BL101783,31,Transport,5.1,451000,322200,140700,35100,3722000,5,4,Registered,Yes,5295000,Rural,Working Capital,No,Approved
BL101784,29,Retail,9.0,261100,188900,61500,0,1789000,3,0,Registered,No,3040000,Semi Urban,Working Capital,Yes,Approved
BL101785,37,Wholesale,9.0,110200,94700,19000,4800,501000,3,0,Registered,No,1429000,Semi Urban,Working Capital,No,Rejected
BL101786,44,Retail,2.1,513900,348500,177900,73400,3847000,3,1,Registered,No,6223000,Rural,Inventory,No,Approved
BL101787,56,Wholesale,3.6,304300,171500,136000,21000,2405000,1,1,Registered,No,3521000,Urban,Inventory,Yes,Approved
BL101788,30,Healthcare,6.5,170500,140100,29400,1500,441000,5,0,Registered,Yes,2078000,Semi Urban,Business Expansion,Yes,Rejected
BL101789,31,Retail,3.7,237900,157100,85900,29600,1418000,3,1,Registered,Yes,2874000,Urban,Working Capital,Yes,Approved
BL101790,49,IT Services,1.8,117500,94700,27200,4000,268000,1,1,Registered,Yes,1544000,Urban,Business Expansion,Yes,Rejected
BL101791,42,Wholesale,2.4,659700,438600,217600,31700,2677000,10,4,Registered,No,7445000,Semi Urban,Business Expansion,No,Approved
BL101792,39,Manufacturing,16.5,97600,93900,6500,0,158000,3,0,Registered,No,1233000,Urban,Business Expansion,No,Rejected
BL101793,46,Retail,4.1,91800,61800,31800,0,679000,1,0,Registered,Yes,1004000,Urban,Working Capital,No,Rejected
BL101794,52,Retail,7.6,223400,133400,95600,31100,1298000,3,0,Registered,No,2616000,Urban,Inventory,No,Approved
BL101795,50,Manufacturing,0.7,1119600,808600,328700,4800,6025000,5,5,Registered,Yes,13233000,Urban,Working Capital,Yes,Approved
BL101796,34,Restaurant,10.2,85500,52700,32800,15300,490000,2,3,Registered,Yes,1116000,Semi Urban,Inventory,No,Rejected
BL101797,44,IT Services,7.8,324200,183200,133400,66600,1566000,1,3,Registered,Yes,3588000,Rural,Equipment Purchase,Yes,Approved
BL101798,51,Healthcare,10.8,207300,176800,28500,1200,244000,10,3,Registered,No,2474000,Urban,Working Capital,No,Approved
BL101799,38,IT Services,1.6,252600,129400,126700,12200,2375000,5,1,Registered,No,2896000,Urban,Business Expansion,Yes,Approved
BL101800,44,Retail,18.8,394400,320200,72700,22200,1534000,3,3,Registered,Yes,4261000,Semi Urban,Business Expansion,Yes,Approved
BL101801,35,Restaurant,13.0,131800,116800,10000,4300,100000,5,0,Registered,Yes,1452000,Semi Urban,Equipment Purchase,Yes,Rejected
BL101802,32,Restaurant,1.6,170300,107900,60400,13600,418000,2,2,Registered,Yes,2000000,Semi Urban,Working Capital,No,Rejected
BL101803,44,Wholesale,3.6,131500,93700,34900,3600,366000,5,0,Registered,No,1665000,Semi Urban,Inventory,Yes,Approved
BL101804,49,Transport,7.8,460900,262400,200900,28500,4822000,1,6,Registered,Yes,6046000,Urban,Equipment Purchase,No,Approved
BL101805,47,Retail,1.7,426500,352500,81400,17600,1922000,2,1,Registered,Yes,5112000,Semi Urban,Inventory,No,Rejected
BL101806,28,Wholesale,8.0,101300,51600,50200,6000,804000,1,2,Registered,Yes,1337000,Semi Urban,Inventory,Yes,Approved
BL101807,52,Manufacturing,9.8,249800,201600,40800,15600,1222000,2,3,Registered,Yes,2723000,Urban,Working Capital,Yes,Rejected
BL101808,46,Construction,3.7,373000,253000,117200,11200,2126000,7,4,Registered,Yes,4050000,Urban,Working Capital,No,Approved
BL101809,51,Restaurant,8.9,76600,43400,31600,8500,688000,3,1,Registered,No,897000,Semi Urban,Equipment Purchase,Yes,Approved
BL101810,32,Education,3.8,457200,268100,187900,59100,3541000,1,4,Registered,Yes,5299000,Urban,Technology Upgrade,Yes,Approved
BL101811,48,IT Services,16.7,191200,141600,52600,10600,1491000,10,0,Registered,Yes,2202000,Urban,Equipment Purchase,Yes,Rejected
BL101812,46,Restaurant,6.4,151400,79000,72700,12100,660000,3,0,Registered,No,1955000,Urban,New Branch,No,Approved
BL101813,29,Retail,7.5,459600,343900,116100,22800,850000,2,3,Registered,Yes,5579000,Urban,Working Capital,Yes,Approved
BL101814,45,Retail,2.4,391800,273900,130400,9000,2504000,3,2,Registered,Yes,4585000,Urban,Business Expansion,Yes,Rejected
BL101815,31,Transport,4.4,87400,54700,31200,9900,678000,1,0,Registered,Yes,949000,Semi Urban,Equipment Purchase,Yes,Rejected
BL101816,41,Wholesale,12.2,306400,226800,86600,15600,2261000,3,1,Registered,Yes,3328000,Rural,Working Capital,Yes,Approved
BL101817,61,Wholesale,4.7,299100,171300,126100,20500,2239000,3,1,Registered,Yes,3320000,Urban,Equipment Purchase,Yes,Approved
BL101818,43,Retail,2.2,53700,34400,22000,800,221000,7,0,Registered,Yes,612000,Semi Urban,Business Expansion,Yes,Rejected
BL101819,40,Retail,1.6,278400,174400,105700,52000,1552000,5,1,Registered,No,3029000,Semi Urban,Working Capital,Yes,Rejected
BL101820,27,IT Services,6.9,155200,79400,70300,23100,1740000,5,2,Registered,No,1745000,Semi Urban,New Branch,No,Rejected
BL101821,43,Other Services,1.1,391400,247800,140800,0,1816000,10,3,Registered,No,4275000,Urban,Working Capital,Yes,Approved
BL101822,39,IT Services,0.5,119000,56300,59700,17000,1589000,2,0,Registered,Yes,1539000,Urban,Technology Upgrade,No,Rejected
BL101823,23,Education,3.0,214000,129300,93900,10200,834000,3,1,Registered,No,2598000,Rural,Equipment Purchase,Yes,Rejected
BL101824,31,Other Services,0.5,144200,65100,77100,4900,1248000,5,0,Unregistered,No,1702000,Semi Urban,Inventory,No,Rejected
BL101825,49,Retail,6.4,135800,73800,65400,5900,1510000,3,0,Registered,Yes,1580000,Rural,Working Capital,No,Rejected
BL101826,52,Other Services,5.7,53500,29800,24700,6900,360000,2,2,Registered,Yes,691000,Urban,Working Capital,Yes,Rejected
BL101827,41,Construction,3.6,376700,275200,92800,16600,2034000,2,3,Registered,Yes,4385000,Semi Urban,Working Capital,Yes,Approved
BL101828,50,Retail,5.5,398900,220100,166700,32100,4936000,1,0,Registered,Yes,4698000,Urban,Inventory,Yes,Approved
BL101829,41,Construction,8.4,207600,106700,105000,25500,738000,2,0,Registered,Yes,2280000,Rural,Business Expansion,Yes,Rejected
BL101830,34,IT Services,14.0,248300,155600,91000,31000,617000,5,1,Registered,No,3188000,Semi Urban,Working Capital,Yes,Approved
BL101831,60,Retail,4.8,128000,118200,9800,5400,200000,7,1,Registered,Yes,1474000,Urban,Business Expansion,Yes,Rejected
BL101832,28,Manufacturing,6.5,378900,174600,205600,33000,5933000,5,4,Registered,No,4698000,Urban,Inventory,No,Approved
BL101833,44,Construction,2.1,230500,176900,40200,5500,714000,10,1,Registered,No,2539000,Semi Urban,Business Expansion,Yes,Rejected
BL101834,35,Restaurant,6.4,206400,149200,56900,12300,977000,10,1,Registered,No,2387000,Semi Urban,Working Capital,Yes,Approved
BL101835,39,Other Services,5.0,480600,455900,35700,10900,408000,2,2,Registered,Yes,5354000,Semi Urban,Working Capital,No,Approved
BL101836,55,Healthcare,7.7,91100,65200,22700,8300,335000,5,0,Registered,Yes,1148000,Rural,Working Capital,Yes,Rejected
BL101837,41,Wholesale,1.9,62000,42300,20700,1000,126000,5,0,Registered,Yes,778000,Urban,Business Expansion,Yes,Rejected
BL101838,38,Transport,18.0,259600,177100,81400,45900,1513000,1,0,Registered,No,3258000,Urban,Inventory,Yes,Approved
BL101839,36,Education,4.0,175400,118000,53400,1200,1366000,3,1,Registered,Yes,1986000,Semi Urban,Working Capital,No,Rejected
BL101840,46,Restaurant,6.9,100600,77300,24000,8000,594000,5,0,Registered,Yes,1232000,Semi Urban,Equipment Purchase,Yes,Rejected
BL101841,32,Healthcare,0.3,220400,133900,86400,27000,1432000,3,0,Unregistered,No,2432000,Urban,New Branch,No,Rejected
BL101842,41,IT Services,5.7,247200,239800,14100,0,233000,3,1,Registered,Yes,2774000,Semi Urban,Equipment Purchase,No,Approved
BL101843,39,Education,7.1,336900,265900,67200,16200,1496000,3,5,Registered,Yes,4418000,Urban,Equipment Purchase,Yes,Approved
BL101844,34,Retail,11.4,102600,67000,38200,0,1087000,2,1,Registered,Yes,1233000,Urban,Business Expansion,No,Approved
BL101845,28,Construction,7.7,155500,100300,55100,4200,1312000,1,1,Registered,No,1920000,Semi Urban,Inventory,Yes,Rejected
BL101846,41,Healthcare,15.4,237900,160700,79300,15100,1425000,1,3,Registered,Yes,2612000,Urban,Working Capital,No,Approved
BL101847,37,Transport,12.0,386600,259700,124200,27500,3459000,3,0,Registered,Yes,4363000,Semi Urban,Working Capital,Yes,Approved
BL101848,43,Restaurant,1.4,343200,261200,75400,29200,2240000,3,3,Unregistered,No,4459000,Urban,Working Capital,Yes,Approved
BL101849,23,Retail,3.0,147900,106000,44700,4300,1037000,10,2,Registered,No,1623000,Rural,Working Capital,No,Approved
BL101850,36,Construction,4.4,271400,235600,35500,9000,983000,7,0,Registered,Yes,3279000,Semi Urban,Business Expansion,Yes,Rejected
BL101851,48,Retail,5.5,145500,80500,64000,21700,1829000,3,0,Registered,Yes,1862000,Urban,Equipment Purchase,Yes,Approved
BL101852,26,Healthcare,1.2,155200,104600,53700,10300,1057000,10,1,Registered,Yes,2004000,Semi Urban,New Branch,No,Rejected
BL101853,57,Wholesale,10.9,164900,91000,78800,15700,1029000,2,1,Registered,Yes,1886000,Urban,Business Expansion,Yes,Approved
BL101854,44,IT Services,4.8,135200,83400,50400,0,1189000,2,0,Registered,Yes,1486000,Urban,Working Capital,No,Rejected
BL101855,39,Manufacturing,5.0,308900,188900,130100,0,1298000,3,3,Registered,Yes,3526000,Semi Urban,Working Capital,No,Approved
BL101856,42,Retail,6.0,347500,271200,70900,5200,994000,3,4,Registered,Yes,4245000,Semi Urban,Business Expansion,Yes,Rejected
BL101857,33,Education,9.9,156300,93100,63900,26100,994000,3,0,Registered,Yes,1923000,Urban,Working Capital,Yes,Rejected
BL101858,53,Transport,14.6,220600,189900,34500,14100,909000,1,3,Registered,No,2727000,Semi Urban,Working Capital,No,Rejected
BL101859,42,Construction,1.1,157800,137000,9900,3800,162000,5,1,Registered,Yes,1829000,Urban,New Branch,Yes,Rejected
BL101860,41,Other Services,4.2,113300,87500,23600,6000,494000,2,0,Registered,Yes,1361000,Semi Urban,Business Expansion,No,Rejected
BL101861,50,Manufacturing,2.4,103300,54900,47500,13200,1270000,3,0,Registered,Yes,1193000,Semi Urban,Working Capital,Yes,Rejected
BL101862,44,Retail,11.3,567500,491600,78900,10900,731000,7,6,Registered,No,7343000,Urban,Working Capital,Yes,Approved
BL101863,34,IT Services,9.2,127200,79300,47900,6900,1065000,7,1,Registered,Yes,1378000,Rural,Technology Upgrade,Yes,Approved
BL101864,40,IT Services,7.6,291000,185200,91400,0,2031000,3,3,Registered,No,3370000,Urban,Technology Upgrade,No,Approved
BL101865,46,Retail,5.2,251200,187600,61600,14300,1183000,3,1,Registered,Yes,3171000,Urban,Technology Upgrade,No,Rejected
BL101866,41,IT Services,10.0,97300,55300,38900,10500,1080000,5,0,Registered,Yes,1284000,Urban,Working Capital,Yes,Rejected
